index,name,Producer,Region/Appellation,Grape/Blend,Food Suggestion,Wine Style,Alcohol Content,instance,vivino_wine,id,winery,region,style,varietal_name,regional_name,body,acidity,style_description,ratings_count,ratings_average,vintage_description,ranking_region,ranking_global,added_sulfites,biodynamic,wine_description,country_name,type_id,type
121,Red Blend Monkey Jacket 2018 Cruse,Cruse Wine Company,North Coast,Rare Red Blend,Lamb,Rich and Intense,13%,"Wine: Red Blend Monkey Jacket 2018 Cruse, Source: name-search",Cruse Wine Monkey Jacket Red Blend,144027078,Cruse Wine,North Coast,Californian Red Blend,Red Blend,Californian,4,3,"Some of the greatest wines in California are a blend of various red grapes. The most successful blends follow the Cabernet Sauvignon and Merlot recipes of Bordeaux, but with even more intensity.

These wines are typically luscious and strong with lots of ripe blackberry, black currant, and vanilla flavors.

The warm days and cool nights of the Napa Valley in Northern California make it the ideal place to make Bordeaux-style red wines. Although the wines of Bordeaux have historically been considered the best wines of the world, the bolder, richer, and more fruit-forward wines of California are now just as respected.

Just like Bordeaux, California's dominant grape is Cabernet Sauvignon with its rich blackberry flavors. Merlot is added to soften the edges and add red fruit flavors. Cabernet Franc and Petite Verdot are even added at times for complexity. These California blends are very balanced and are great when they are young, but they can also age for decades.

Another popular blend is made from Grenache and Syrah. This style is a fuller and richer version of the wines of France's Rhône Valley.",1271,4.0,,0.05074981208051306,0.018289855689774426,,,,United States,1,Red
122,Chianti Classico Gran Selezione 2015 Montefili,Vecchie Terre di Montefili,Chianti Classico,Chianti Blend,Lamb,Savory and Classic,14%,"Wine: Chianti Classico Gran Selezione 2015 Montefili, Source: name-search",Vecchie Terre di Montefili Chianti Classico,4870724,Vecchie Terre di Montefili,Chianti Classico,Italian Chianti,Chianti,Italian,3,3,"The most commonly consumed wine in Italy, and interestingly, the most commonly consumed Italian wine in the world, Chianti is emblematic of what Italy means to the world of wine.

Fermented primarily from Sangiovese, fresh cherry,  strawberries, and red plum pleasure the senses when enjoying this wine.

Winemakers have spent the last couple of decades trying to change the old image of Chianti: Wine bottles in wicker basket, interestingly also called fiascoes. They've done so by  by producing very nice wines through state of the art growing and fermentation techniques.

Chianti is a red wine that comes from Tuscany, but can contain small amounts of white grapes during blending. This is not the case with Chianti Classico, which must be solely made from red Sangiovese grapes.

Chianti is not considered to age well, and loses steam quickly.  Find the youngest bottle you can to get the most out of its vibrance.

This wine is versatile and its high acidity allows it to be eaten with a wide range of foods.  Enjoy Chianti best with fast food, pizza, red pasta, and salami sandwiches.",812,3.7,,0.0905949432701722,0.08781006704991376,,,,Italy,1,Red
123,Malbec-Syrah Perlita 2017 DiamAndes,Bodega Diamandes,Uco Valley,Malbec - Syrah,Beef and Venison,Bold and Structured,13 - 14.5%,"Wine: Malbec-Syrah Perlita 2017 DiamAndes, Source: name-search",DiamAndes Perlita Malbec - Syrah,4146063,DiamAndes,Uco Valley,Argentinian Bordeaux Blend,Bordeaux Blend,Argentinian,4,3,,4452,3.7,,0.1537645811240721,0.08660729336444119,,,"A wine with sweet tobacco and cooked plums. Full body, soft tannins and a fresh finish. A blend of malbec with syrah. ",Argentina,1,Red
125,Chardonnay 2017 Kumeu Village,Kumeu River Winery,Kumeu,Chardonnay,Chicken and Turkey,Tropical and Balanced,13 - 14%,"Wine: Chardonnay 2017 Kumeu Village, Source: name-search",Kumeu River Village Chardonnay,3061168,Kumeu River,Kumeu,New Zealand Chardonnay,Chardonnay,New Zealand,4,3,,1591,3.6,,0.24814814814814815,0.11664086643133957,,,"Village Chardonnay features very attractive lifted fruit aromas, along with a touch of nuttiness: the hint of hazelnut that is so typical of Chardonnay. The palate also shows a nice peachy ripeness along with a crisp flinty character.",New Zealand,2,White
127,"2018 Brezza Langhe Nebbiolo, Piedmont, Italy",Azienda Agricola Brezza,Langhe Nebbiolo,Nebbiolo,Lamb,Savory and Classic,13%,"Wine: Langhe Nebbiolo 2018 Brezza, Source: name-search",Brezza Langhe Nebbiolo,4748327,Brezza,Langhe,Italian Nebbiolo,Nebbiolo,Italian,5,3,,829,3.5,,0.30002316781218624,0.14992595405406947,,,"It is very ripe dark berries, red currants, herbs. On the palate clearly fruity, barely influence wood, very clear approach, piquant acidity, tannins grip, but not dehydration, unfortunately lacks the wine of depth, acceptable finish. ",Italy,1,Red
129,Valdiguié 2017 Folk Machine,The Hobo Wine Company,Redwood Valley,Valdiguie,Lamb,Rich and Intense,,"Wine: Valdiguié 2017 Folk Machine, Source: name-search",Folk Machine Valdiguié,3467525,Folk Machine,Redwood Valley,Californian Red Blend,Red Blend,Californian,4,3,"Some of the greatest wines in California are a blend of various red grapes. The most successful blends follow the Cabernet Sauvignon and Merlot recipes of Bordeaux, but with even more intensity.

These wines are typically luscious and strong with lots of ripe blackberry, black currant, and vanilla flavors.

The warm days and cool nights of the Napa Valley in Northern California make it the ideal place to make Bordeaux-style red wines. Although the wines of Bordeaux have historically been considered the best wines of the world, the bolder, richer, and more fruit-forward wines of California are now just as respected.

Just like Bordeaux, California's dominant grape is Cabernet Sauvignon with its rich blackberry flavors. Merlot is added to soften the edges and add red fruit flavors. Cabernet Franc and Petite Verdot are even added at times for complexity. These California blends are very balanced and are great when they are young, but they can also age for decades.

Another popular blend is made from Grenache and Syrah. This style is a fuller and richer version of the wines of France's Rhône Valley.",242,3.9,,0.2817167015354322,0.13447025823987754,,,,United States,1,Red
130,Champagne Silver Brut Nature NV Andre Clouet,Champagne Andre Clouet,Champagne Brut Nature - Zero,Pinot Noir,"Shellfish, Crab and Lobster",Complex and Traditional,12%,"Wine: Champagne Silver Brut Nature NV Andre Clouet, Source: name-search",Andre Clouet Brut Nature Silver Champagne Grand Cru 'Bouzy',1519570,Andre Clouet,Champagne Grand Cru 'Bouzy',French Champagne,Champagne,French,3,3,"While there are many sparkling wine regions around the globe, only Champagne from the Champagne appellation in France can be labeled as such.

Champagne has long been the wine of choice to celebrate special occasions, and its reputation as a luxury beverage has been intact since the Romans established vineyards in Reims in the 5th century (that's a really long time ago).

Sparkling Champagne wasn't discovered until the 16th century, by accident, by the Benedictine Monks. Early vintages of Champagne were dubbed “the devil's wine” because the bottles tended to explode. Improvements to both bottle and cork developed over hundreds of years.

Champagne is made from a blend of Chardonnay, Pinot Noir, and Pinot Munier grapes, and most of it is produced as a non-vintage wine, meaning that it's a blend of several vintages. Generally speaking, non-vintage Champagne is fantastic, and tends to be less expensive than vintage Champagne—this is because a vintage year is only declared when growing conditions are especially favorable.

The convivial nature of Champagne is due in part to how it's made. Following primary fermentation and bottling, a secondary alcoholic fermentation is induced in the bottle, which is achieved by the addition of yeast and rock sugar. The bubbles we love so much are a natural byproduct of this magical secondary fermentation, in the form of carbon dioxide.",4813,3.8,,0.1601423487544484,0.060999237617407547,,,"It has very focused, driven wine given the no-dosage style. This shows wonderful nuance and depth all the way through to the long finish, with bright aromas and flavors but less of the toastiness,than some of the house’s other wines. The mousse and finish are both utterly impeccable in their elegance.",France,3,Sparkling
131,Verdejo 2018 Vega de Tera,Bodegas Vega de Tera,Rueda,Verdejo,White Fish,Green and Flinty,13%,"Wine: Verdejo 2018 Vega de Tera, Source: name-search",Vega de Tera Verdejo,29913782,Vega de Tera,Castilla y León,Spanish Verdejo,Verdejo,Spanish,3,3,"Thought to have originated in North Africa, Verdejo has found a hospitable climate and soil in central Spain. Full-bodied and aromatic, this wine is often compared to Sauvignon Blanc.

One of Spain's most popular cultivated white wines, Verdejo should hold a place in any wine enthusiast's collection. In order to qualify as Verdejo the grape in question must account for at least 50% of the juice in the bottle.

The grapes are harvested at night to control the temperature and then fermented in stainless steel. This interesting combination of winemaking techniques result in a well-rounded and complex juice that is loved the world over.

Expect bright and fresh acidity with prevailing lemon, green apple, kiwi and pear. You will also enjoy fennel, mushroom, and a hint of grass. The wine is dry and should  be served chilled.

This wine pairs really well with poached proteins and shellfish. The acidity cuts through and compliments asparagus, tomatoes, olives, and greens with vinaigrette dressing. The wine isn't known for longevity and should be consumed within 3-4 years of bottling.",22,3.5,,0.3522622721714319,0.28402429379050115,,,,Spain,2,White
133,Weissburgunder 1L 2018 Brand,Weingut Brand - Daniel und Jurgen Brand,Pfalz,Pinot Blanc,Root Vegetables and Squashes,Tropical and Balanced,,"Wine: Weissburgunder 1L 2018 Brand, Source: name-search",Branigg Weissburgunder,4885255,Branigg,Südsteiermark,Austrian Pinot Blanc,Pinot Blanc,Austrian,3,3,,25,3.4,,0.21094592974463494,0.3151936884731785,,,,Austria,2,White
134,Moscato di Pavia 2018 Centorri,,Provincia di Pavia IGT,Muscat,Cheddar and Gruyere,Aromatic and Floral,,"Wine: Moscato di Pavia 2018 Centorri, Source: name-search",Centorri Moscato di Pavia,4692055,Centorri,Lombardia,Northern Italy White,White,Northern Italy,3,3,"Often better known for red varieties, Northern Italy has a number of delicious and drinkable white wines. To know Northern Italian wines is to know the influences of the wines of the countries that border Italy.

Old World wines tend to be far less about fruit-forward  flavors, and more about the effect that the climate, soil, and adjacently growing flora (terroir) have on the grapes during their growth.

The most widely recognizable varietal is Pinot Grigio which is very rustic, medium-bodied, with medium to high acidity. Chardonnay seems to grow anywhere grapes can grow although Italian varieties are not normally coveted quality.

Gewürztraminer usually makes us think of Germany, but it's also thriving in Northern Italy. The warmer climate imparts a little less sugar and little more acidity than its German cousin.

Then there is Moscato. From the northwest Piedmont region, this wine is sweet and very popular in North America, and comes in both still and sparkling varieties.

Whatever your choice, taking a tour of Italian white wines is an enjoyable experience that you will be thankful you took.",589,4.3,,0.0021856518385188995,0.004450612484216959,,,,Italy,2,White
135,Chablis Les Preuses 2007 Clotilde Davenne,Domaine les Temps Perdus,Chablis Grand Cru Preuses,Chardonnay,"Shellfish, Crab and Lobster",Green and Flinty,,"Wine: Chablis Les Preuses 2007 Clotilde Davenne, Source: name-search",Domaine Les Temps Perdus - Clotilde Davenne Les Preuses Chablis Grand Cru,2244334,Domaine Les Temps Perdus - Clotilde Davenne,Chablis Grand Cru,Burgundy Chablis,Chablis,Burgundy,4,3,"Chablis is the northernmost wine growing region in Burgundy. It's actually closer to Champagne than much of the rest of Burgundy, because it is separated by the Morvan hills.

Chablis produces dry white wines made from Chardonnay, and is situated on ancient Jurassic soils that give its wines minerally and flinty accents.

In fact, some of the best vineyard sites have a unique soil type known as Kimmeridgean, a distinctive mix of limestone, clay and fossilized oyster shells. The soil in combination with the cooler climate gives Chablis its distinctive flavor profile as well as a lovely pale gold-green color.

As with the rest of Burgundy, Chablis is classified by a strict hierarchy. The vast majority of wines on the market bear the Chablis regional label – they are often excellent wines that are attractively priced.

Premier Crus and Grand Crus are from top vineyard sites, and while more expensive, they also age beautifully.

Fresh and vibrant, Chablis has transporting aromas of green apples, lemon zest, spring flowers, and characteristic flint and chalk notes.

Chablis can be enjoyed year-round, but it is a particularly excellent wine to serve in the springtime and early summer, as Chablis loves oysters, mussels, sushi, green salads, asparagus, peas and just about anything with goat cheese.",27,3.8,,0.28927827760971203,0.19039888976505642,,,,France,2,White
136,Larkan Red 375mL 2017 Larkin,Larkin Wines,Napa Valley,Merlot,Lamb,Rich and Intense,,"Wine: Larkan Red 375mL 2017 Larkin, Source: name-search",Jack Larkin Red Blend,151743696,Jack Larkin,Napa Valley,Napa Valley Bordeaux Blend,Bordeaux Blend,Napa Valley,4,2,,13,4.3,,0.22264735050524,0.05876699907823787,,,"Opaque purple, the wine also offers up notes of Asian spices, black plum, black cherry and mocha with underbrush and forest floor notes. It is complex, medium to full-bodied and not as deep and powerful as  but more supple and up front.",United States,1,Red
138,Moro 2016 Marco Carpineti,Marco Carpineti Azienda Agricola Biologica,Lazio IGT,Greco,White Fish,Tropical and Balanced,13%,"Wine: Moro 2016 Marco Carpineti, Source: name-search",Marco Carpineti Moro Bianco,2480228,Marco Carpineti,Lazio,Central Italy White,White,Central Italy,3,3,"The white wines that are made in Central Italy are not flashy or famous, but they can certainly be delicious. This area is known for making clean, light, white wines that are refreshing.

You will not find many famous grapes grown in this region, but you will find some great values.

Italian white wines can be very frustrating and confusing. They do not make many wines from grapes that most people are familiar with. However, some of the local grapes that are used can make wines that are elegant, refreshing, and fun.

A lot of the really great white wines from Central Italy are going to be simple and light. They do not have a ton of strong fruit flavors, but can often produce subtly beautiful flavors of tart stone fruits, white flowers, and often almonds.

Keep your eyes open for the underrated wines of Verdicchio di Matelica or Verdicchio dei Castelli di Jesi.",607,3.8,,0.0967741935483871,0.06277169502618712,,,"A pale yellow with greenish highlights. Fragrance of peach, almonds, with notes of cut dried grass. Dry, full-bodied harmonious flavour, with mineral notes.",Italy,2,White
139,"Chenin Blanc ""First Light"" 2018 Remhoogte",Remhoogte Wine Estate,Stellenbosch,Chenin Blanc,Cheddar and Gruyere,Buttery and Complex,,"Wine: Chenin Blanc ""First Light"" 2018 Remhoogte, Source: name-search",Remhoogte First Light Chenin Blanc,152329522,Remhoogte,Stellenbosch,South African Chenin Blanc,Chenin Blanc,South African,4,3,,373,3.5,,0.23234447909866782,0.15131910363507772,,,"Pale straw colour. The nose is complex with aromas of apricots, pears, limes, oranges and litchi with undertones of almonds and fynbos bring a savoury element. The palate is fresh and limey with a zesty acidity. A gentle spice and light lees character brings length.",South Africa,2,White
140,Ventoux Rouge 2018 Domaine de Fenouillet,Domaine Fenouillet,Ventoux,Carignan - Grenache - Syrah,Lamb,Rich and Intense,,"Wine: Ventoux Rouge 2018 Domaine de Fenouillet, Source: name-search",Domaine de Fenouillet Oversant Rouge,2128268,Domaine de Fenouillet,Ventoux,Southern Rhône Red,Red,Southern Rhône,4,3,"The Southern Rhône is situated in a large, sprawling valley, shaped by the course of the Rhône River. A Mediterranean climate makes the Southern Rhône Valley one of the warmest wine growing regions in France.

Grape varieties that thrive in the region are well-suited to the hot, humid summers, and Grenache, Syrah, and Mourvèdre are by far the most common plantings.

The vast majority of Rhône wines found on the market are labeled as Côtes du Rhône AOC (Appellation d'Origine Contrôlée). Many are excellent and inexpensive, making them one of the most consumer-friendly French wines to explore. Stylistically, they are rich, easy-drinking wines with moderate tannins and alcohol levels that fall between 14-15%.

Châteauneuf-du-Pape is one of the better-known sub-regions of the Southern Rhône, and while the wines can be somewhat expensive, the quality is generally exceptional.

Grenache is by far the predominant grape found in Châteauneuf-du-Pape blends, and lends jammy red and black fruit notes along with flavors of earth, leather and spice and dried herbs.

The Southern Rhône also produces white wines, though in much smaller portion, typically these are made from Marsanne, Roussanne and Viognier. Rosé wines can be found as well and Tavel is famous for its vibrant, slightly spicy, salmon-hued rosés.",35,3.6,,0.26081735425140423,0.23320192709354834,,,,France,1,Red
141,Saint Bris 2017 Clotilde Davenne,Domaine les Temps Perdus,Saint-Bris,Sauvignon Blanc,Meaty and Oily Fish,Green and Flinty,,"Wine: Saint Bris 2017 Clotilde Davenne, Source: name-search",Domaine Les Temps Perdus - Clotilde Davenne Saint-Bris Sauvignon,1476300,Domaine Les Temps Perdus - Clotilde Davenne,Saint-Bris,Burgundy White,White,Burgundy,4,3,"White Burgundy, or Bourgogne Blanc, as it is often called, is made from Chardonnay grown in the Burgundy region of France. The other principal grape grown in Burgundy is Pinot Noir.

Burgundy has had a long love affair with wine, starting around the 1st century AD with the Romans. Later, the Cistercian monks really put Burgundy on the map by crafting wines for the local aristocracy.

Widely viewed as the most terroir-driven of French wines, Burgundy wines, both red and white are made from varieties that easily reflect the soil and climate they are grown in. Like a blank canvas, Chardonnay readily expresses subtle variations from vineyards that are a mere stone's throw from one another, this is part of what makes Burgundy so compelling and so expensive.

As with other regions in France, Burgundy can range in price from expensive to reasonably affordable. Burgundy's vineyard sites have been carefully divided over the centuries into Grand Cru, Premier Cru, village appellations and regional wines (aka Bourgogne blanc).

Some things to keep in mind when selecting white Burgundy: It's more nuanced than New World Chardonnay, this restraint is reflected in the alcohol as well, which often falls between 12.5-13.5%.

Young white Burgundies have aromas of fresh apple and pear, citrus, mineral overtones and sometimes toasted hazelnut notes from barrel aging. Try white Burgundies with delicate seafood dishes, like poached salmon or scallops, roasted chicken or spring vegetables.",1403,3.6,,0.27945969293595635,0.1784903689215395,,,"The wine is fruity, slim and fresh, with notes of citrus, exotic fruits and both elegant minerality. 
It's a real treat. ",France,2,White
142,Nero d'Avola 2017 Feudo Montoni,Feudo Montoni,Sicily,Nero d'Avola,Beef and Venison,Rich and Intense,13 - 14%,"Wine: Nero d'Avola 2017 Feudo Montoni, Source: name-search",Feudo Montoni N Nero d'Avola,1500183,Feudo Montoni,Sicilia,Southern Italy Red,Red,Southern Italy,4,3,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",388,3.8,,0.052296345960442504,0.06388705033417617,,,,Italy,1,Red
145,Pagliaro Sagrantino Secco di Montefalco 2012 Paolo Bea,Paolo Bea,Montefalco Sagrantino,Sagrantino,Beef and Venison,Bold and Structured,15%,"Wine: Pagliaro Sagrantino Secco di Montefalco 2012 Paolo Bea, Source: name-search",Paolo Bea Pagliaro Montefalco Sagrantino Secco,1478833,Paolo Bea,Montefalco Sagrantino,Central Italy Red,Red,Central Italy,3,3,"Perhaps the greatest wines in the Chianti area are the Brunello wines, which are also made from Sangiovese. These wines are much bolder, richer, and more similar to the best of California Cabs.

While the red wines in Chianti are the most recognizable in Central Italy, the “Super Tuscan” wines get the most attention from critics.

The wines of Central Italy are big in flavor and popularity. This area is known for blending the most famous Italian grape Sangiovese with Cabernet Sauvignon, the most famous grape from France.

The cult-following “Super Tuscans” and the robust Brunello wines also come from this area, as well as the very fine Vino Nobile di Montepulciano.

Sangiovese is the most famous grape from Italy, and its home in Chianti is the focus of Central Italy. This classic style is much less fruity than the red wines of California and a little bit lighter than Cabernet Sauvignon.

The quality of Central Italy's less expensive wines is getting better all the time and some especially great values can be found in the wines of Chianti Classico.",2157,4.5,,0.0005415312838457052,0.0007842308628669192,,,"Full of dark fruit aromas like black cherries, blackberries, and currants. Dry, full-bodied, and structured with exquisitely ripened character. ",Italy,1,Red
146,Carema Classico 2015 Produttori di Carema,Cantina Produttori Nebbiolo Di Carema,Carema,Nebbiolo,Lamb,Savory and Classic,13%,"Wine: Carema Classico 2015 Produttori di Carema, Source: name-search",Nebbiolo di Carema Carema,1866133,Nebbiolo di Carema,Carema,Italian Nebbiolo,Nebbiolo,Italian,5,3,,1965,3.7,,0.11382189593015128,0.08688079351664348,,,"Rather intense ruby red with tinges of garnet. Hints of vanilla, chestnut jam, cocoa, coffee grounds and tobacco.",Italy,1,Red
147,Nebbiolo Agamium 2017 Cantalupo,Antichi Vigneti di Cantalupo,Colline Novaresi,Nebbiolo,Lamb,Savory and Classic,13%,"Wine: Nebbiolo Agamium 2017 Cantalupo, Source: name-search",Cantalupo Agamium Colline Novaresi,4761004,Cantalupo,Colline Novaresi,Italian Nebbiolo,Nebbiolo,Italian,5,3,,639,3.7,,0.1155015068731217,0.08822905077156991,,,"Ruby red color expresses the scents and the pleasantness of taste as part of the fruit combined with the elegance of embellished from the balanced contribution of oak.
",Italy,1,Red
149,"2015 Lemelson Vineyards Reserve Chardonnay, Willamette Valley, USA",Lemelson Vineyards,Willamette Valley,Chardonnay,Mushrooms,Buttery and Complex,13 - 14%,"Wine: Reserve Chardonnay 2015 Lemelson*, Source: name-search",Lemelson Vineyards Reserve Chardonnay,4722926,Lemelson Vineyards,Willamette Valley,Oregon Chardonnay,Chardonnay,Oregon,4,3,,94,3.8,,0.14211895266169586,0.0749599744103481,,,"Aromatics of fresh cut green apple, melon, lemon peel, honeysuckle and ginger spice.  The delicate oak adds an extra layer of complexity with whiffs of toasted marshmallow and crème brulèe.  On the palate, this Chardonnay is supple, elegant and in excellent balance with its crisp, natural acidity which leads into a long and mineral finish.",United States,2,White
150,Erbaluce di Caluso “Al Bacio” 2018 Orsolani,Azienda Vitivinicola Orsolani,Erbaluce di Caluso,Erbaluce,White Fish,Green and Flinty,,"Wine: Erbaluce di Caluso “Al Bacio” 2018 Orsolani, Source: name-search",Orsolani Al Bacio Erbaluce di Caluso,4672441,Orsolani,Erbaluce di Caluso,Northern Italy White,White,Northern Italy,3,3,"Often better known for red varieties, Northern Italy has a number of delicious and drinkable white wines. To know Northern Italian wines is to know the influences of the wines of the countries that border Italy.

Old World wines tend to be far less about fruit-forward  flavors, and more about the effect that the climate, soil, and adjacently growing flora (terroir) have on the grapes during their growth.

The most widely recognizable varietal is Pinot Grigio which is very rustic, medium-bodied, with medium to high acidity. Chardonnay seems to grow anywhere grapes can grow although Italian varieties are not normally coveted quality.

Gewürztraminer usually makes us think of Germany, but it's also thriving in Northern Italy. The warmer climate imparts a little less sugar and little more acidity than its German cousin.

Then there is Moscato. From the northwest Piedmont region, this wine is sweet and very popular in North America, and comes in both still and sparkling varieties.

Whatever your choice, taking a tour of Italian white wines is an enjoyable experience that you will be thankful you took.",57,3.7,,0.20279344045616873,0.1676122894947903,,,,Italy,2,White
153,Riesling Watervale 2018 Koerner,Koerner Wines,Clare Valley,Riesling,White Fish,Green and Flinty,11.3%,"Wine: Riesling Watervale 2018 Koerner, Source: name-search",Koerner Watervale Gullyveiw Vineyard Riesling,144611557,Koerner,Clare Valley,Australian Riesling,Riesling,Australian,2,3,,133,3.8,,0.08290436196152805,0.0687896661760049,,,,Australia,2,White
154,Morgon Les Charmes 2016 Raphael Chopin*,Domaine Raphael Chopin,Morgon,Gamay,Chicken and Turkey,Light and Perfumed,13%,"Wine: Morgon Les Charmes 2016 Raphael Chopin*, Source: name-search",Raphaël Chopin Les Charmes,18858283,Raphaël Chopin,Morgon,Beaujolais Red,Red,Beaujolais,3,3,"Beaujolais is the most southern wine growing region in Burgundy, though it is substantially different from rest of Burgundy, both in climate and in the wine it produces, it is often thought of as its own appellation.

Beaujolais produces light, dry red wines made from Gamay. Perhaps what the region is best known for is Beaujolais Nouveau, a fresh and fruity red wine made for immediate consumption.

Beaujolais is described as a refreshing red with low tannins and bright acidity. Juicy strawberry and raspberry fruit aromas are the hallmark of these wines. The more serious Beaujolais Crus sport mineral and earthy notes, as well as tart cranberry and violet overtones.

Some 35 million bottles of Beaujolais Nouveau are packed and shipped worldwide, within two months of harvest, hitting US shores around Thanksgiving! Roughly one-third of Beaujolais' production is dedicated to producing wines in the quaffable Nouveau style.

The remaining production is typically labeled as Beaujolais-Villages and there are 10 distinctive Crus, which are from distinct vineyard sites. Beaujolais Crus, unlike Nouveau wines, are darker in color, richer and fuller in body and can withstand some aging.

Nouveau is a classic wine at the Thanksgiving table—it loves roasted turkey and cranberry sauce, and it will also pair amiably with smoked salmon or trout, pork chops, quiche and charcuterie.",37,3.9,,0.0743947202550888,0.13562162078645312,,,"A burlap cherry robe, a close nose in its first year, that opens up to morel-lo, a closed and powerful mouth. It’s best to leave this wine be for a year before tasting it.",France,1,Red
155,L'Effet Papillon Blanc 2019 Roc des Anges,Le Roc des Anges,Cotes du Roussillon,Southern Rhone White Blend,Chicken and Turkey,Tropical and Balanced,,"Wine: L'Effet Papillon Blanc 2019 Roc des Anges, Source: name-search",Le Roc des Anges L'Effet Papillon Blanc,4876739,Le Roc des Anges,Côtes du Roussillon,Languedoc-Roussillon White,White,Languedoc-Roussillon,4,3,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Chardonnay, Chenin Blanc, Picpoul, Muscat, and Mauzac are some of the most important white grapes in the region.

Although there is great diversity and volume of wine produced in this region, white wines are typically aromatic and crisp, often with floral and stone fruit notes.

There are some outstanding values to be found in wines from this region. Many wines from this area retail for well under $20.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

Some of the more notable white wines to come out of this region include the sparkling Crémant de Limoux, which is produced using Méthode Traditionnelle. These sparklers offer great bang for the buck!",721,3.7,,0.04506914629673578,0.08800452994890028,,,"Zippy and fresh, It’s a terrific little white, jasmine scented and loaded with fresh melon and apricot fruit. In the mouth, the fruit is exotic and the finish, crisp and fine.",France,2,White
156,"Soave Classico ""Otto"" 2018 Prá",Azienda Agricola Pra,Soave Classico,Soave Blend,White Fish,Green and Flinty,12%,"Wine: Soave Classico ""Otto"" 2018 Prá, Source: name-search",Prà Otto Soave Classico,13325020,Prà,Soave Classico,Italian Soave,Soave,Italian,2,3,,2504,3.8,,0.1102507636570292,0.06120800518805806,,,"An attractive lemon colour and a bouquet bursting with notes of flowers and crisp fruit. Aromas of hawthorn and jasmine are particularly prominent, as are exotic yellow and white fruits such as peach and apricots.",Italy,2,White
157,Tai Rosso 2018 Rezzadore,Azienda Agricola Rezzadore,Colli Berici,Grenache (Garnacha),Beef and Venison,Rich and Intense,,"Wine: Tai Rosso 2018 Rezzadore, Source: name-search",Rezzadore Tai Rosso,2412203,Rezzadore,Colli Berici,Northern Italy Red,Red,Northern Italy,4,3,"The wines of Northern Italy include some of the most well known red wines in the country including Nebbiolo, Barbera, Dolcetto, Amarone and Valpolicella.

Arguably, the two most important regions in Northern Italy are Piedmont in the northwest, and Veneto in the northeast. Red wines from these regions range from some of the most expensive and sought after in all of Italy to great value red wines.

Nebbiolo produces some of the most exclusive and expensive red wines in Italy, including Barolo and Barbaresco. However, these sought after wines come with a hefty price tag.

Dolcetto and Barbera from Piedmont offer relative value. Dolcetto is planted on less desirable vineyard sites, and produces fruit-forward, great value wines that are meant to be consumed within 1-2 years of bottling. Barbera is a high yield variety with low tannins and high acidity.

In Veneto, Valpolicella reigns supreme as its own distinct viticultural zone. There are five different tiers within this wine category ranging from inexpensive and light-bodied Valpolicella Classico, to pricey Amarone.

Red wines from Valpolicella are typically based on Corvina, with Rondinella, and Molinara rounding out these blended wines.",18,2.9,,0.6544161206751726,0.6404133743103434,,,,Italy,1,Red
158,2019 rose cotes de provence gassier,Chateu Gassier,Cotes de Provence,Rare Rose Blend,Tomato-based Dishes,Crisp and Dry,,"Wine: Rose Cotes de Provence 2019 Gassier, Source: name-search",Gassier La Santonnière Côtes de Provence Rosé,2985251,Gassier,Côtes de Provence,Provence Rosé,Rosé,Provence,4,3,"No summer afternoon is complete without a little bit of the pale pink/orange wines from Provence.

These light and crisp roses have just the slightest touches of bright berry flavors and can complement a meal perfectly or be delightful on their own.

The dry, refreshing, pink wines of Provence may not be complicated or heady, but they are certainly lovely. These brightly flavored, yet pale colored wines are full of crisp acidity with light touches of tart red berries and citrus fruit.

These wines may not be serious, but you can't drink serious wines all of the time! Current trends are making these wines ridiculously popular, and for good reason.

They are the perfect summer wine and can make any light afternoon meal even better with their liveliness and pretty fruit. These are much lighter than most California roses, but are typically much fresher and sharper.",444,3.3,,0.2509586402468387,0.21582597121930638,,,"Pink dress, slightly salmon-colored, bright and clear. On the nose the bouquet is expressive and declines beautiful perfumes ranging from fresh peach to almond by way of wild strawberry and small spices. Like a bubble bursting, its soft and dashing flesh splashes the palate of a fresh saline and mineral.

",France,4,Rose
